2.384379405560607790e+00,5.346308479107994671e+00,9.296578339154899950e+00,-3.476634900946770301e+00,-8.660712156584757793e-01,-2.359864528153267749e+00,-6.439577887371340514e-01,3.235133966889627732e+00,2.732026608322197792e+00
3.823057771425626861e+00,4.744254920018519783e+00,4.016097053182694943e+00,9.525185453764228427e+00,2.327280827987703304e+00,-3.935498613616367769e-01,-2.363144763290705885e+00,3.841630268087275368e+00,-4.737633576736433483e+00
-8.028002007735507206e+00,-1.780992019194803877e+00,-2.377477953236623698e+00,-3.224784591630967867e+00,5.457341416312297078e+00,-2.471090411506599693e+00,-9.585225689273729754e-01,-2.450703409097326979e+00,-2.249004414461608814e+00
6.404794927216278744e+00,-5.913838183022167572e-01,2.495919080307242410e+00,2.753807476146122202e+00,6.330140058055504504e+00,6.698221352586634758e+00,-3.040463511887698811e+00,3.803210950155619496e+00,7.130263539444800180e+00
-3.343714548919483942e+00,4.706820314678620498e+00,-6.541842967479621684e+00,-1.461715238911121206e+00,2.391287155665017039e+00,-5.160775236118901432e+00,-3.267260715758442124e-01,1.967121751506432092e+00,4.484436509768875423e-01
8.615488961828908998e+00,-2.092365123262913684e+00,-3.316665283904173256e-01,-3.819304448362072169e+00,2.494610226858144930e+00,3.682921493809589997e+00,-2.612714227313341020e+00,2.944582914816706309e-01,5.525875478351143677e+00
5.768991164604593713e+00,1.735046643551277468e+00,-1.664927130546982825e+00,-2.452476966211762921e-01,-1.088134440394791902e+00,-1.250680464803226033e-01,-3.136824872672074327e-01,-2.860775194969828572e+00,-5.812579495815426434e-01
-2.582267584732835353e+00,-3.485185610264569078e+00,-1.398135641056232670e+00,1.869469374700868380e+00,5.895838266261050009e+00,7.700322422325999838e+00,-5.538910953691171812e-01,4.270617435702583897e+00,2.966110581085841247e+00
7.012867943698712914e+00,4.834813181264712156e+00,-5.422046230331111216e-01,-4.890882699609147899e+00,-1.577688258094912532e+00,3.681288329190397057e+00,-1.858967939790636903e+00,-2.206345126477556651e+00,-1.937336171863398793e+00
-5.097772930558590154e+00,8.442606134684713659e-01,-7.036464022322472367e+00,-2.936197374652933068e+00,4.669239248608002768e+00,-2.254483886986425212e+00,1.190727987566548157e-01,4.309845689340010999e+00,-6.538822773589239024e-01
7.540888118589131217e+00,-3.188894343420253019e+00,-3.401990777931005905e+00,3.092676110131929335e+00,-9.003945886974810131e-01,-4.889325121298978338e+00,-8.345654682325193141e-01,2.100085422988677841e+00,-3.154986574953484890e+00
2.938178554610389792e+00,4.783564649744103114e+00,-4.257512253239990940e+00,1.663642962288276239e+00,-2.041375171450870329e+00,-2.494731356078156104e+00,4.708832348292466108e+00,1.746184223016076009e+00,1.006354264128535903e+00
8.174447648883244710e+00,5.362293337850053687e-01,-2.741104370744932073e+00,3.116765250611377880e+00,-1.318668088199067112e+00,-4.923427455232010530e+00,-2.946215151139579103e+00,2.559816384627299435e+00,-3.497759092688052185e+00
-6.151259925278798946e+00,2.344286499523211109e+00,-2.496699600501443683e+00,1.180093987777685038e-01,3.237295391416540546e+00,-1.102088448015208222e+00,-1.170286617962595255e+00,-2.253575294752955482e+00,3.642587793894107029e-01
1.090203008413695684e+01,-7.870979822895781020e+00,-3.480334107646172650e-03,-3.695877240203580882e+00,4.039809848383713486e+00,2.453296466791344610e+00,-3.009784092793928778e+00,-8.826680364515768207e-02,6.769709069309445049e+00
-3.235608938180245531e+00,-4.263042390527620462e-01,-5.290837498230648528e+00,-8.860570577063578313e+00,4.647319804249842257e+00,1.497536921821128741e+00,-1.298905248892650244e+00,-1.716613949477655998e+00,-2.744450738158795033e+00
-4.507533950475823836e+00,1.379377126122832253e+00,-6.634601781237035922e+00,-2.759329573802508762e+00,4.399403650787644615e+00,-2.384909574315291714e+00,-1.107318517961557225e+00,4.366020619279748161e+00,-3.542925271517156569e-03
8.760804734676712613e+00,-8.819989090315297986e+00,-1.129060239812830213e-01,-5.770965164433407679e+00,2.298968168135089307e+00,1.210510465300659977e+00,-2.148564338519196593e+00,-2.461063645076099426e+00,6.151532133898186316e+00
-4.663468656345576058e+00,1.485881223982899346e+00,-7.416465643936763996e+00,-1.799631640071492900e+00,3.223969635485049778e+00,-5.637130346415428761e+00,-4.131712665004808605e-01,1.945934714231908780e+00,-4.402275948412372186e-02
-8.142233238547314400e+00,-1.452231659762166283e+00,3.505638699710346806e+00,-7.214292393920527680e+00,5.221398055534471006e+00,-4.541567986013419045e+00,3.469205302921051226e-01,3.254615740580955929e+00,-2.362964486988070600e+00
7.640563937915823445e+00,2.368327360606230947e+00,-1.975029826969590063e+00,-2.672316128427104864e+00,-4.214510466298968527e-01,3.012630963592752398e+00,-1.361540759195312367e+00,-5.662505176648016114e-01,-1.358109213634180801e+00
3.742170431477313208e+00,7.946836813544062572e+00,2.045936241206361750e+00,2.711500859853913870e+00,4.015029362617874575e+00,8.434114561115364950e+00,-3.255805137679005146e+00,4.378240995316283524e+00,4.287237128324612456e+00
9.903807291654540990e+00,-3.425562320507901770e+00,1.061362375107127165e-01,-3.757356485608621899e+00,2.946152998210781693e+00,3.294632204779217588e+00,-2.997030550321698517e+00,2.221052779505449937e-01,6.741466348392952668e+00
-7.899672507829593293e+00,1.631236453418742682e+00,-1.874314156403032339e+00,-2.882926896793373661e+00,4.008991142215880821e+00,-1.666484458839422533e+00,-1.179763297505365127e+00,-2.228372504742519133e+00,-1.662557277138650758e+00
8.923778427034749328e+00,-2.811110958055981435e+00,-2.348372710874234992e-01,-3.892724520856361892e+00,2.714835799806326833e+00,3.513545768608462794e+00,-2.465467689774073712e+00,2.448012914784990501e-01,6.153139183788010946e+00
7.717657751829539947e+00,1.584147258066067820e+00,-2.719588871274889463e+00,3.207544673940396773e+00,-1.900173422164286974e+00,-4.596865606786231240e+00,-3.155301060283369985e+00,2.729898006797442989e+00,-3.695169030319546799e+00
6.966010815146997714e+00,1.394012674867865842e+00,-3.172619042521608979e+00,2.948884880751006410e+00,-1.701269121207396928e+00,-4.297882125513154961e+00,-1.547823538515981756e+00,2.396609800783462862e+00,-2.800485525162516698e+00
-5.807744964223657824e+00,3.478070394122849684e+00,5.167937256046787553e+00,-6.210642387585005864e+00,3.074498046160743847e+00,-3.516656254110408497e+00,2.425685970496379296e-01,3.308164259524216444e+00,-1.527617682074165373e+00
-6.606981562082535397e+00,-2.920510578666303925e+00,-3.046749369001292784e+00,7.715993137097615362e-01,2.416277101000614103e+00,-1.048425483168990091e+00,-1.030044001680925136e+00,-2.062644824236762542e+00,-1.050748761114335753e-02
6.585208602432689240e+00,4.296290119653206396e+00,-2.903855534871746080e+00,2.747183661740321359e+00,-1.659598700691987005e+00,-4.253682037666277616e+00,-2.132730890774070964e+00,2.542889650265043322e+00,-2.283205627655998882e+00
-3.004733791182924385e+00,3.967900864368438363e+00,6.245898069442716860e+00,-3.286150020597550458e+00,-1.123167867375780782e+00,-4.990313261419439955e-02,1.584556682893108803e+00,1.303822648855408772e+00,1.550333464080668078e+00
-3.415191535343110818e+00,8.230157596046711044e-01,1.065037061486193259e+00,7.738233658845396157e+00,3.519610706434912917e+00,3.187942094366907897e-01,2.670601667943397040e+00,3.154288998062746430e+00,-9.058984279261603767e-01
4.918578090264861480e+00,-3.333830117255291992e+00,9.623388319939161661e+00,-3.288616150574561026e+00,8.730480817403236671e-01,-3.746260207059939340e+00,-8.985843393914423327e-01,2.727323966525020182e+00,4.730151118743394889e+00
-2.038022805639688073e+00,5.309403147885403129e+00,7.040292647564834638e+00,-3.800840513987716829e+00,-1.685490709957371713e+00,-1.654497968986433087e-01,1.555035088715229996e+00,2.055332634157991389e+00,2.486813296869163192e+00
-5.848929472653418671e+00,-8.525764516765180767e-01,-1.007698521372333067e+00,-2.115886384509088725e+00,3.558355110928664189e+00,-1.758279051674439986e+00,-1.928641687572459351e-01,-2.866339965038686710e+00,-4.150076245180724932e-01
8.030228499488046623e+00,-5.037409213996888901e+00,-1.751723719797791068e+00,-1.874540122091787664e+00,1.438286224554044868e+00,1.044076818545222052e+00,-1.336325344865997078e+00,-2.153569095505086572e+00,5.050575678918094447e+00
8.307169025099915061e+00,-2.788951870560669732e+00,-1.931904563918177109e+00,-2.165714088538936988e+00,3.043579509318456999e-01,1.575920374955994685e+00,-3.700805044556068513e+00,4.274759163510596371e-01,-5.324733041630276276e+00
8.030862768521462414e+00,3.886715435430039278e+00,-1.598572204202697522e+00,-6.611223159161844221e-01,-9.293395835287799889e-01,1.672439213133666946e+00,-3.722437631934157665e+00,-9.707113305432720773e-01,-5.312591079210117861e+00
6.460921636421772973e+00,5.891531625206544831e+00,-3.333938822974673588e-01,-4.765645769929909292e+00,-1.653768549884276240e+00,3.213896650332716209e+00,-3.925050263967924558e+00,-9.987257258391329939e-01,-4.662953040781661507e+00
8.225063550424922099e+00,-3.676460320392072045e+00,-3.072433020280269655e+00,3.531106646494151402e+00,-1.340462638970336684e+00,-5.233471340206593325e+00,-2.767653902558390389e+00,2.527947369624427676e+00,-4.558251161731881496e+00
-3.556045297160313368e+00,-3.078251416341081903e+00,-6.342323179836992786e+00,1.656860686963747442e+00,-7.518615544435700571e+00,-1.089449670868256170e+00,-2.621903457618100508e-01,3.428369232748559536e+00,1.133749415207970790e+00
1.120387764438969391e+01,-7.784860502448606390e+00,2.715611728187906082e-01,-3.850168404512554599e+00,4.055311378211519546e+00,2.341679762249106567e+00,-3.071693485450114558e+00,-9.717192363641059816e-02,8.094396346516216312e+00
-5.411023288785582253e+00,2.752709026652981006e+00,-2.660189543693022074e+00,-2.071679942285491460e-01,8.781068066167561526e+00,6.731945064890783037e+00,-2.045419114712058395e+00,4.456039440566843091e+00,3.228748299870796146e-01
-1.888809909019058875e+00,-2.182992587578280297e+00,-7.883272614934810907e-01,2.879055355558462370e+00,4.286847565101243318e-01,6.807580695596698872e-02,3.356391387146238525e+00,-4.231184394529000414e+00,2.304752921226624007e+00
